순,이름,연도,WAR,-,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,도루,도루실패,볼넷,사구,고의사구,삼진,병살,희생타,희생플라이,타율,출루,장타,OPS,wOBA,wRC+,WAR2,--
690,김주성,3한SS, 0.54 , 171 , 285 , 256 , 28 , 64 , 9 , 1 , 1 , 78 , 19 , 3 , 3 , 19 , 0 , 0 , 54 , 6 , 9 , 1 , .250 , .301 , .305 , .605 , .277 , 72.7 , 0.54 ,
691,최재원,6삼3B, 0.53 , 271 , 430 , 360 , 76 , 87 , 17 , 1 , 7 , 127 , 44 , 22 , 10 , 46 , 12 , 0 , 103 , 7 , 7 , 5 , .242 , .343 , .353 , .696 , .321 , 82.1 , 0.53 ,
692,장정기,4삼1B, 0.53 , 134 , 368 , 308 , 50 , 69 , 16 , 1 , 4 , 99 , 30 , 11 , 3 , 39 , 10 , 0 , 36 , 4 , 10 , 1 , .224 , .330 , .321 , .651 , .304 , 87.9 , 0.53 ,
693,이우민,15롯CF, 0.53 , 1003 , 2176 , 1854 , 275 , 433 , 52 , 12 , 15 , 554 , 168 , 56 , 39 , 142 , 81 , 2 , 463 , 26 , 90 , 8 , .234 , .315 , .299 , .613 , .283 , 60.0 , 0.53 ,
694,김성훈,3삼2B, 0.52 , 222 , 466 , 413 , 65 , 107 , 14 , 6 , 1 , 136 , 47 , 20 , 11 , 35 , 7 , 0 , 50 , 4 , 8 , 3 , .259 , .325 , .329 , .655 , .299 , 71.6 , 0.52 ,
695,혼즈,1SLF, 0.52 , 23 , 89 , 82 , 8 , 26 , 6 , 1 , 1 , 37 , 10 , 0 , 0 , 7 , 0 , 0 , 14 , 5 , 0 , 0 , .317 , .371 , .451 , .822 , .371 , 119.9 , 0.52 ,
696,김갑중,5태, 0.52 , 223 , 486 , 437 , 42 , 108 , 20 , 4 , 4 , 148 , 41 , 6 , 9 , 25 , 5 , 0 , 79 , 15 , 17 , 2 , .247 , .294 , .339 , .633 , .284 , 72.0 , 0.52 ,
697,베탄코트,1NRF, 0.51 , 53 , 224 , 203 , 23 , 50 , 8 , 0 , 8 , 82 , 29 , 1 , 1 , 18 , 1 , 0 , 51 , 1 , 0 , 2 , .246 , .308 , .404 , .712 , .326 , 93.5 , 0.51 ,
698,이호연,4+K2B, 0.51 , 181 , 469 , 428 , 48 , 111 , 15 , 2 , 5 , 145 , 34 , 7 , 3 , 28 , 6 , 1 , 81 , 12 , 5 , 2 , .259 , .313 , .339 , .651 , .304 , 76.7 , 0.51 ,
699,한준수,2+KC, 0.51 , 52 , 109 , 103 , 11 , 28 , 6 , 0 , 2 , 40 , 14 , 0 , 0 , 5 , 0 , 0 , 27 , 4 , 1 , 0 , .272 , .306 , .388 , .694 , .320 , 91.5 , 0.51 ,
700,김정수,3MP, 0.50 , 181 , 541 , 457 , 46 , 102 , 18 , 5 , 7 , 151 , 50 , 9 , 6 , 57 , 2 , 1 , 106 , 10 , 15 , 10 , .223 , .306 , .330 , .637 , .291 , 77.8 , 0.50 ,
701,황윤성,12태1B, 0.50 , 258 , 524 , 451 , 46 , 102 , 22 , 4 , 11 , 165 , 53 , 5 , 5 , 45 , 16 , 0 , 107 , 5 , 8 , 3 , .226 , .317 , .366 , .682 , .310 , 84.9 , 0.50 ,
702,김규민,4넥LF, 0.50 , 266 , 720 , 642 , 98 , 169 , 19 , 5 , 7 , 219 , 72 , 11 , 8 , 55 , 12 , 0 , 187 , 10 , 4 , 7 , .263 , .330 , .341 , .671 , .310 , 78.1 , 0.50 ,
703,김태진,8+NLF, 0.49 , 478 , 1621 , 1508 , 175 , 405 , 42 , 12 , 8 , 495 , 144 , 29 , 17 , 77 , 4 , 1 , 234 , 17 , 20 , 12 , .269 , .304 , .328 , .632 , .293 , 66.5 , 0.49 ,
704,박노민,10한C, 0.48 , 193 , 384 , 354 , 29 , 77 , 14 , 0 , 8 , 115 , 40 , 4 , 0 , 22 , 3 , 0 , 120 , 8 , 5 , 0 , .218 , .269 , .325 , .594 , .273 , 52.8 , 0.48 ,
705,강로한,5+롯DH, 0.48 , 164 , 375 , 350 , 53 , 78 , 15 , 6 , 6 , 123 , 30 , 9 , 3 , 19 , 4 , 0 , 137 , 3 , 1 , 1 , .223 , .270 , .351 , .622 , .285 , 64.4 , 0.48 ,
706,조현수,4한LF, 0.47 , 222 , 521 , 462 , 47 , 116 , 24 , 0 , 6 , 158 , 46 , 2 , 3 , 30 , 20 , 1 , 104 , 8 , 6 , 3 , .251 , .322 , .342 , .664 , .307 , 80.8 , 0.47 ,
707,송원국,2두DH, 0.47 , 81 , 156 , 146 , 19 , 39 , 7 , 0 , 6 , 64 , 28 , 4 , 0 , 8 , 0 , 0 , 28 , 4 , 0 , 2 , .267 , .301 , .438 , .740 , .326 , 90.8 , 0.47 ,
708,윌리엄슨,1삼RF, 0.46 , 40 , 168 , 154 , 19 , 42 , 7 , 1 , 4 , 63 , 15 , 0 , 1 , 13 , 0 , 0 , 50 , 2 , 0 , 1 , .273 , .327 , .409 , .737 , .339 , 101.9 , 0.46 ,
709,백용환,10+KC, 0.46 , 389 , 861 , 752 , 81 , 153 , 28 , 0 , 29 , 268 , 83 , 5 , 3 , 89 , 6 , 1 , 231 , 26 , 9 , 5 , .203 , .291 , .356 , .648 , .293 , 64.5 , 0.46 ,
710,이정훈,6+롯DH, 0.46 , 116 , 344 , 299 , 29 , 80 , 13 , 0 , 3 , 102 , 33 , 0 , 1 , 34 , 7 , 0 , 65 , 6 , 0 , 4 , .268 , .352 , .341 , .693 , .334 , 93.9 , 0.46 ,
711,이종환,7KRF, 0.46 , 263 , 520 , 476 , 47 , 127 , 30 , 1 , 6 , 177 , 67 , 1 , 2 , 38 , 2 , 3 , 129 , 3 , 2 , 2 , .267 , .322 , .372 , .694 , .318 , 79.2 , 0.46 ,
712,양찬열,3+두RF, 0.46 , 102 , 219 , 192 , 35 , 46 , 6 , 2 , 3 , 65 , 21 , 3 , 2 , 23 , 2 , 0 , 48 , 3 , 1 , 1 , .240 , .326 , .339 , .664 , .314 , 88.0 , 0.46 ,
713,박경호,4쌍, 0.46 , 103 , 203 , 178 , 18 , 45 , 4 , 0 , 3 , 58 , 18 , 18 , 2 , 15 , 3 , 0 , 48 , 2 , 6 , 1 , .253 , .320 , .326 , .646 , .291 , 75.6 , 0.46 ,
714,김원근,4빙, 0.45 , 60 , 142 , 125 , 10 , 34 , 3 , 0 , 0 , 37 , 11 , 1 , 3 , 12 , 3 , 1 , 29 , 5 , 1 , 1 , .272 , .348 , .296 , .644 , .308 , 92.3 , 0.45 ,
715,최철민,2해, 0.45 , 48 , 112 , 102 , 19 , 28 , 5 , 1 , 1 , 38 , 13 , 0 , 1 , 5 , 1 , 0 , 25 , 1 , 2 , 2 , .275 , .309 , .373 , .682 , .308 , 90.6 , 0.45 ,
716,김원석,2한RF, 0.45 , 89 , 221 , 203 , 31 , 56 , 12 , 2 , 7 , 93 , 26 , 0 , 0 , 11 , 5 , 0 , 64 , 3 , 2 , 0 , .276 , .329 , .458 , .787 , .343 , 93.8 , 0.45 ,
717,한성구,1KC, 0.45 , 17 , 33 , 30 , 1 , 11 , 4 , 0 , 0 , 15 , 4 , 0 , 0 , 2 , 0 , 0 , 7 , 0 , 1 , 0 , .367 , .406 , .500 , .906 , .410 , 160.9 , 0.45 ,
718,김주형,5+키3B, 0.45 , 178 , 332 , 273 , 34 , 51 , 15 , 1 , 2 , 74 , 20 , 2 , 1 , 21 , 29 , 0 , 81 , 6 , 8 , 1 , .187 , .312 , .271 , .583 , .283 , 65.5 , 0.45 ,
719,김재현,11SLF, 0.43 , 486 , 523 , 464 , 142 , 122 , 15 , 9 , 2 , 161 , 42 , 72 , 25 , 28 , 11 , 0 , 118 , 4 , 17 , 3 , .263 , .318 , .347 , .665 , .301 , 71.8 , 0.43 ,
720,김병희,5+K3B, 0.43 , 113 , 192 , 161 , 28 , 34 , 5 , 0 , 7 , 60 , 21 , 3 , 3 , 21 , 6 , 0 , 53 , 2 , 2 , 2 , .211 , .321 , .373 , .694 , .321 , 89.9 , 0.43 ,
721,고정식,4롯C, 0.42 , 76 , 133 , 122 , 12 , 30 , 4 , 0 , 0 , 34 , 5 , 1 , 0 , 9 , 1 , 0 , 17 , 5 , 1 , 0 , .246 , .303 , .279 , .582 , .281 , 68.5 , 0.42 ,
722,안익훈,7+LCF, 0.42 , 360 , 550 , 486 , 78 , 139 , 13 , 2 , 1 , 159 , 36 , 5 , 5 , 42 , 8 , 0 , 63 , 9 , 11 , 3 , .286 , .351 , .327 , .678 , .314 , 82.3 , 0.42 ,
723,김선민,2kSS, 0.41 , 55 , 101 , 85 , 9 , 26 , 2 , 0 , 0 , 28 , 5 , 4 , 1 , 12 , 1 , 0 , 20 , 3 , 2 , 1 , .306 , .394 , .329 , .723 , .344 , 91.0 , 0.41 ,
724,김지영,7해C, 0.41 , 130 , 211 , 194 , 22 , 45 , 7 , 0 , 3 , 61 , 15 , 0 , 0 , 13 , 0 , 0 , 54 , 4 , 4 , 0 , .232 , .280 , .314 , .595 , .269 , 60.4 , 0.41 ,
725,정영진,3태, 0.40 , 189 , 417 , 345 , 30 , 72 , 20 , 2 , 0 , 96 , 16 , 3 , 3 , 47 , 8 , 0 , 86 , 7 , 11 , 6 , .209 , .313 , .278 , .591 , .281 , 68.7 , 0.40 ,
726,박태호,6롯SS, 0.39 , 204 , 415 , 385 , 34 , 99 , 10 , 0 , 5 , 124 , 40 , 10 , 1 , 17 , 1 , 0 , 57 , 13 , 10 , 2 , .257 , .289 , .322 , .611 , .284 , 68.2 , 0.39 ,
727,김재유,6+롯CF, 0.39 , 196 , 366 , 327 , 58 , 85 , 9 , 0 , 2 , 100 , 29 , 20 , 5 , 23 , 9 , 0 , 81 , 4 , 7 , 0 , .260 , .326 , .306 , .632 , .300 , 67.7 , 0.39 ,
728,마테오,1L, 0.39 , 34 , 149 , 130 , 18 , 29 , 3 , 0 , 5 , 47 , 20 , 2 , 1 , 12 , 4 , 0 , 36 , 1 , 0 , 3 , .223 , .302 , .362 , .664 , .306 , 81.5 , 0.39 ,
729,박정음,6넥CF, 0.39 , 410 , 594 , 506 , 124 , 126 , 11 , 6 , 7 , 170 , 52 , 38 , 21 , 54 , 20 , 0 , 143 , 7 , 10 , 4 , .249 , .343 , .336 , .678 , .316 , 79.0 , 0.39 ,
730,신용수,4+롯RF, 0.39 , 142 , 237 , 214 , 37 , 52 , 9 , 4 , 4 , 81 , 17 , 7 , 3 , 16 , 4 , 0 , 39 , 2 , 2 , 1 , .243 , .306 , .379 , .685 , .316 , 83.2 , 0.39 ,
731,김준완,10+NCF, 0.39 , 518 , 1264 , 1029 , 171 , 231 , 27 , 5 , 3 , 277 , 71 , 8 , 9 , 196 , 12 , 0 , 242 , 17 , 16 , 10 , .224 , .352 , .269 , .621 , .306 , 76.3 , 0.39 ,
732,가르시아,1한SS, 0.38 , 24 , 77 , 73 , 7 , 19 , 3 , 1 , 2 , 30 , 8 , 5 , 3 , 4 , 0 , 0 , 20 , 1 , 0 , 0 , .260 , .299 , .411 , .710 , .314 , 90.1 , 0.38 ,
733,이여상,9한2B, 0.38 , 478 , 1130 , 994 , 103 , 223 , 39 , 4 , 14 , 312 , 110 , 35 , 11 , 76 , 12 , 0 , 265 , 24 , 40 , 8 , .224 , .285 , .314 , .599 , .274 , 54.5 , 0.38 ,
734,이복근,6OSS, 0.37 , 265 , 504 , 448 , 37 , 94 , 20 , 2 , 6 , 136 , 45 , 2 , 5 , 41 , 2 , 0 , 124 , 4 , 6 , 7 , .210 , .275 , .304 , .579 , .274 , 62.2 , 0.37 ,
735,조윤채,3한, 0.37 , 94 , 140 , 113 , 38 , 28 , 4 , 0 , 1 , 35 , 3 , 5 , 4 , 16 , 5 , 0 , 30 , 2 , 5 , 1 , .248 , .363 , .310 , .673 , .313 , 84.9 , 0.37 ,
736,김홍기,3태C, 0.36 , 84 , 191 , 177 , 11 , 38 , 8 , 0 , 3 , 55 , 21 , 2 , 0 , 13 , 1 , 1 , 55 , 7 , 0 , 0 , .215 , .272 , .311 , .583 , .272 , 62.6 , 0.36 ,
737,손호영,4+L3B, 0.36 , 91 , 168 , 156 , 31 , 39 , 2 , 2 , 4 , 57 , 23 , 7 , 4 , 9 , 1 , 0 , 34 , 9 , 1 , 1 , .250 , .293 , .365 , .659 , .302 , 81.1 , 0.36 ,
738,류재원,4KLF, 0.36 , 34 , 55 , 52 , 9 , 12 , 1 , 1 , 4 , 27 , 9 , 2 , 1 , 3 , 0 , 0 , 16 , 0 , 0 , 0 , .231 , .273 , .519 , .792 , .352 , 115.0 , 0.36 ,
739,힐리,1한1B, 0.35 , 67 , 268 , 249 , 27 , 64 , 11 , 1 , 7 , 98 , 37 , 2 , 1 , 16 , 2 , 0 , 58 , 6 , 0 , 1 , .257 , .306 , .394 , .700 , .325 , 91.0 , 0.35 ,
740,우드,1롯CF, 0.34 , 35 , 122 , 110 , 10 , 28 , 9 , 0 , 1 , 40 , 9 , 1 , 1 , 11 , 1 , 1 , 20 , 3 , 0 , 0 , .255 , .328 , .364 , .692 , .315 , 82.9 , 0.34 ,
741,스미스,1한, 0.34 , 30 , 109 , 100 , 11 , 22 , 3 , 0 , 6 , 43 , 19 , 0 , 0 , 7 , 1 , 0 , 25 , 3 , 0 , 1 , .220 , .275 , .430 , .705 , .315 , 87.9 , 0.34 ,
742,로니,1L1B, 0.34 , 23 , 93 , 79 , 7 , 22 , 5 , 0 , 3 , 36 , 12 , 0 , 0 , 11 , 1 , 1 , 14 , 1 , 0 , 2 , .278 , .366 , .456 , .821 , .359 , 112.9 , 0.34 ,
743,김승관,12롯1B, 0.34 , 220 , 411 , 351 , 34 , 75 , 20 , 0 , 3 , 104 , 33 , 0 , 2 , 48 , 4 , 0 , 82 , 9 , 4 , 4 , .214 , .312 , .296 , .608 , .289 , 70.7 , 0.34 ,
744,김미호,6쌍, 0.34 , 170 , 279 , 257 , 28 , 59 , 12 , 1 , 0 , 73 , 13 , 9 , 3 , 15 , 3 , 0 , 51 , 5 , 2 , 2 , .230 , .278 , .284 , .562 , .265 , 62.3 , 0.34 ,
745,김수길,5빙, 0.34 , 132 , 205 , 187 , 20 , 42 , 8 , 0 , 3 , 59 , 15 , 4 , 1 , 14 , 1 , 0 , 40 , 6 , 1 , 2 , .225 , .279 , .316 , .595 , .283 , 71.3 , 0.34 ,
746,장덕영,2태, 0.33 , 19 , 30 , 25 , 2 , 8 , 1 , 1 , 0 , 11 , 5 , 1 , 0 , 4 , 1 , 1 , 7 , 1 , 0 , 0 , .320 , .433 , .440 , .873 , .399 , 153.5 , 0.33 ,
747,정진식,5한C, 0.33 , 87 , 113 , 106 , 13 , 25 , 5 , 0 , 1 , 33 , 5 , 1 , 1 , 6 , 0 , 0 , 26 , 0 , 1 , 0 , .236 , .277 , .311 , .588 , .274 , 64.5 , 0.33 ,
748,쿡슨,2LRF, 0.33 , 43 , 172 , 151 , 20 , 33 , 2 , 1 , 8 , 61 , 25 , 2 , 1 , 19 , 2 , 1 , 44 , 7 , 0 , 0 , .219 , .314 , .404 , .718 , .322 , 87.4 , 0.33 ,
749,류승현,3+K3B, 0.33 , 95 , 251 , 228 , 23 , 61 , 11 , 2 , 1 , 79 , 27 , 3 , 2 , 16 , 5 , 0 , 42 , 5 , 1 , 1 , .268 , .328 , .346 , .675 , .314 , 83.7 , 0.33 ,
750,곽동열,2빙, 0.32 , 42 , 52 , 47 , 7 , 14 , 3 , 0 , 1 , 20 , 4 , 0 , 0 , 1 , 2 , 0 , 10 , 1 , 1 , 1 , .298 , .333 , .426 , .759 , .346 , 112.7 , 0.32 ,
751,안상준,13L3B, 0.32 , 509 , 1341 , 1189 , 133 , 283 , 40 , 7 , 13 , 376 , 111 , 15 , 5 , 94 , 12 , 0 , 240 , 35 , 37 , 9 , .238 , .298 , .316 , .615 , .278 , 62.5 , 0.32 ,
752,박한결,1+N, 0.31 , 9 , 12 , 9 , 3 , 4 , 1 , 0 , 1 , 8 , 5 , 0 , 0 , 3 , 0 , 0 , 3 , 0 , 0 , 0 , .444 , .583 , .889 , 1.472 , .627 , 295.6 , 0.31 ,
753,고기성,6한, 0.31 , 249 , 376 , 331 , 36 , 71 , 12 , 2 , 3 , 96 , 28 , 6 , 5 , 30 , 3 , 0 , 78 , 5 , 11 , 1 , .215 , .285 , .290 , .575 , .268 , 63.8 , 0.31 ,
754,서브넥,1K3B, 0.31 , 40 , 151 , 143 , 14 , 32 , 3 , 1 , 4 , 49 , 15 , 2 , 1 , 6 , 1 , 0 , 17 , 2 , 0 , 1 , .224 , .258 , .343 , .601 , .280 , 71.5 , 0.31 ,
755,이계성,10롯, 0.31 , 408 , 912 , 808 , 85 , 189 , 44 , 3 , 11 , 272 , 88 , 11 , 8 , 79 , 2 , 2 , 191 , 10 , 15 , 8 , .234 , .301 , .337 , .638 , .289 , 68.5 , 0.31 ,
756,김재구,4S1B, 0.30 , 89 , 103 , 96 , 7 , 23 , 5 , 0 , 4 , 40 , 20 , 1 , 0 , 5 , 1 , 0 , 30 , 4 , 0 , 1 , .240 , .282 , .417 , .698 , .318 , 91.7 , 0.30 ,
757,원현식,2빙C, 0.30 , 26 , 31 , 28 , 4 , 6 , 3 , 0 , 1 , 12 , 1 , 1 , 0 , 2 , 1 , 0 , 7 , 0 , 0 , 0 , .214 , .290 , .429 , .719 , .335 , 112.4 , 0.30 ,
758,양승학,3한RF, 0.30 , 47 , 102 , 93 , 12 , 24 , 5 , 0 , 4 , 41 , 12 , 0 , 0 , 7 , 2 , 0 , 29 , 2 , 0 , 0 , .258 , .324 , .441 , .764 , .341 , 106.0 , 0.30 ,
759,크레익,1키1B, 0.30 , 61 , 247 , 222 , 25 , 55 , 12 , 0 , 6 , 85 , 30 , 0 , 1 , 20 , 4 , 1 , 43 , 4 , 0 , 1 , .248 , .320 , .383 , .703 , .328 , 93.9 , 0.30 ,
760,최승준,10SDH, 0.30 , 182 , 516 , 459 , 54 , 110 , 15 , 0 , 31 , 218 , 82 , 0 , 0 , 49 , 6 , 1 , 163 , 13 , 0 , 2 , .240 , .320 , .475 , .795 , .346 , 101.7 , 0.30 ,
761,정재호,1OC, 0.29 , 29 , 60 , 55 , 6 , 14 , 6 , 0 , 0 , 20 , 4 , 0 , 1 , 3 , 1 , 0 , 11 , 0 , 0 , 1 , .255 , .300 , .364 , .664 , .312 , 86.9 , 0.29 ,
762,장승현,6+두C, 0.28 , 303 , 560 , 484 , 45 , 100 , 19 , 0 , 5 , 134 , 52 , 1 , 0 , 35 , 22 , 0 , 132 , 10 , 16 , 3 , .207 , .289 , .277 , .566 , .268 , 54.3 , 0.28 ,
763,문선재,9L1B, 0.27 , 358 , 821 , 718 , 115 , 175 , 33 , 5 , 21 , 281 , 93 , 27 , 15 , 68 , 8 , 0 , 210 , 6 , 19 , 8 , .244 , .313 , .391 , .704 , .313 , 79.0 , 0.27 ,
764,차화준,6NSS, 0.27 , 220 , 366 , 324 , 46 , 73 , 12 , 3 , 1 , 94 , 16 , 9 , 5 , 22 , 6 , 0 , 81 , 5 , 11 , 3 , .225 , .285 , .290 , .575 , .267 , 56.2 , 0.27 ,
765,김광희,1L, 0.27 , 6 , 11 , 9 , 3 , 4 , 1 , 1 , 0 , 7 , 2 , 0 , 0 , 2 , 0 , 0 , 2 , 1 , 0 , 0 , .444 , .546 , .778 , 1.323 , .564 , 262.6 , 0.27 ,
766,김지훈,5KC, 0.27 , 216 , 231 , 204 , 18 , 44 , 8 , 0 , 7 , 73 , 26 , 0 , 0 , 13 , 2 , 0 , 63 , 6 , 10 , 2 , .216 , .267 , .358 , .625 , .269 , 52.1 , 0.27 ,
767,김민혁,5+두1B, 0.26 , 105 , 220 , 197 , 21 , 45 , 7 , 0 , 7 , 73 , 31 , 0 , 0 , 18 , 3 , 0 , 61 , 13 , 0 , 2 , .228 , .300 , .371 , .671 , .307 , 83.5 , 0.26 ,
768,김성태,3태C, 0.26 , 71 , 169 , 153 , 13 , 33 , 6 , 1 , 0 , 41 , 18 , 4 , 3 , 11 , 1 , 0 , 27 , 3 , 3 , 1 , .216 , .271 , .268 , .539 , .251 , 53.9 , 0.26 ,
769,도명진,1태C, 0.26 , 13 , 23 , 21 , 2 , 6 , 1 , 0 , 1 , 10 , 4 , 0 , 0 , 2 , 0 , 0 , 5 , 1 , 0 , 0 , .286 , .348 , .476 , .824 , .374 , 142.6 , 0.26 ,
770,손성빈,2+롯C, 0.25 , 61 , 91 , 84 , 16 , 22 , 3 , 0 , 1 , 28 , 14 , 0 , 0 , 5 , 0 , 0 , 16 , 2 , 2 , 0 , .262 , .303 , .333 , .637 , .296 , 72.2 , 0.25 ,
771,추재현,4+롯CF, 0.25 , 142 , 395 , 345 , 50 , 82 , 19 , 0 , 5 , 116 , 31 , 5 , 3 , 37 , 8 , 0 , 82 , 4 , 5 , 0 , .238 , .326 , .336 , .662 , .314 , 81.4 , 0.25 ,
772,한승택,9+KC, 0.25 , 592 , 1272 , 1100 , 98 , 227 , 34 , 2 , 19 , 322 , 115 , 1 , 0 , 113 , 19 , 1 , 332 , 29 , 37 , 3 , .206 , .291 , .293 , .583 , .271 , 52.2 , 0.25 ,
773,최영환,5태C, 0.25 , 134 , 282 , 255 , 22 , 50 , 7 , 3 , 4 , 75 , 25 , 0 , 2 , 18 , 3 , 0 , 47 , 9 , 2 , 4 , .196 , .254 , .294 , .548 , .255 , 53.2 , 0.25 ,
774,장재중,10쌍C, 0.25 , 596 , 1345 , 1207 , 119 , 264 , 34 , 9 , 14 , 358 , 104 , 19 , 10 , 86 , 7 , 2 , 193 , 32 , 31 , 13 , .219 , .272 , .297 , .569 , .256 , 47.8 , 0.25 ,
775,국해성,9+롯DH, 0.25 , 220 , 483 , 424 , 65 , 101 , 22 , 0 , 11 , 156 , 67 , 3 , 2 , 44 , 9 , 2 , 110 , 11 , 1 , 5 , .238 , .320 , .368 , .687 , .314 , 85.2 , 0.25 ,
776,김유동,4ODH, 0.24 , 135 , 402 , 378 , 41 , 89 , 15 , 1 , 10 , 136 , 41 , 4 , 4 , 14 , 4 , 0 , 45 , 10 , 4 , 2 , .235 , .269 , .360 , .629 , .287 , 75.2 , 0.24 ,
777,최인호,3+한LF, 0.24 , 134 , 432 , 379 , 45 , 90 , 10 , 2 , 6 , 122 , 41 , 3 , 1 , 38 , 7 , 0 , 98 , 6 , 3 , 5 , .237 , .315 , .322 , .637 , .302 , 76.7 , 0.24 ,
778,최정기,2MC, 0.24 , 29 , 35 , 32 , 4 , 9 , 3 , 0 , 1 , 15 , 7 , 0 , 1 , 2 , 0 , 0 , 8 , 0 , 0 , 1 , .281 , .314 , .469 , .783 , .347 , 117.5 , 0.24 ,
779,조남기,2해C, 0.24 , 25 , 41 , 37 , 5 , 10 , 2 , 0 , 0 , 12 , 5 , 0 , 0 , 3 , 1 , 0 , 6 , 1 , 0 , 0 , .270 , .342 , .324 , .666 , .316 , 85.7 , 0.24 ,
780,김정남,2SC, 0.24 , 16 , 26 , 21 , 4 , 6 , 1 , 0 , 1 , 10 , 2 , 0 , 0 , 3 , 1 , 0 , 4 , 1 , 1 , 0 , .286 , .400 , .476 , .876 , .381 , 130.7 , 0.24 ,
781,바워스,1현RF, 0.23 , 43 , 134 , 124 , 17 , 36 , 6 , 3 , 3 , 57 , 12 , 0 , 6 , 6 , 2 , 0 , 27 , 3 , 0 , 2 , .290 , .328 , .460 , .788 , .342 , 98.4 , 0.23 ,
782,이정훈,1현, 0.23 , 5 , 12 , 9 , 3 , 3 , 1 , 0 , 1 , 7 , 3 , 0 , 0 , 3 , 0 , 0 , 2 , 0 , 0 , 0 , .333 , .500 , .778 , 1.278 , .521 , 217.5 , 0.23 ,
783,전민수,9+kRF, 0.23 , 335 , 703 , 630 , 74 , 166 , 37 , 1 , 7 , 226 , 68 , 9 , 4 , 59 , 4 , 1 , 142 , 12 , 9 , 1 , .263 , .330 , .359 , .689 , .317 , 81.7 , 0.23 ,
784,김동진,2+삼2B, 0.23 , 49 , 141 , 126 , 14 , 33 , 8 , 0 , 0 , 41 , 8 , 3 , 0 , 9 , 1 , 0 , 28 , 4 , 3 , 2 , .262 , .312 , .325 , .637 , .297 , 75.7 , 0.23 ,
785,김수연,10한LF, 0.23 , 841 , 1769 , 1578 , 254 , 393 , 41 , 10 , 2 , 460 , 71 , 127 , 51 , 137 , 7 , 1 , 289 , 13 , 38 , 7 , .249 , .311 , .292 , .602 , .281 , 64.7 , 0.23 ,
786,김강,4한1B, 0.22 , 30 , 57 , 51 , 2 , 15 , 3 , 0 , 0 , 18 , 5 , 0 , 0 , 5 , 1 , 0 , 13 , 1 , 0 , 0 , .294 , .368 , .353 , .721 , .346 , 103.7 , 0.22 ,
787,권도영,4히2B, 0.22 , 166 , 296 , 259 , 29 , 62 , 13 , 1 , 1 , 80 , 18 , 1 , 2 , 24 , 3 , 0 , 59 , 5 , 9 , 1 , .239 , .310 , .309 , .619 , .287 , 64.5 , 0.22 ,
788,김종문,6빙C, 0.22 , 70 , 59 , 52 , 3 , 13 , 2 , 0 , 1 , 18 , 9 , 0 , 2 , 6 , 0 , 1 , 5 , 0 , 0 , 0 , .250 , .328 , .346 , .674 , .312 , 89.7 , 0.22 ,
789,홍희섭,2O, 0.22 , 15 , 13 , 13 , 3 , 6 , 1 , 0 , 0 , 7 , 1 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , .462 , .462 , .538 , 1.000 , .468 , 200.6 , 0.22 ,
790,박준영,3삼CF, 0.22 , 133 , 388 , 342 , 34 , 75 , 14 , 0 , 3 , 98 , 26 , 0 , 3 , 38 , 1 , 1 , 63 , 1 , 5 , 2 , .219 , .298 , .287 , .584 , .277 , 69.1 , 0.22 ,
791,박희찬,4롯C, 0.22 , 26 , 30 , 25 , 3 , 6 , 1 , 0 , 0 , 7 , 1 , 0 , 0 , 4 , 1 , 0 , 8 , 0 , 0 , 0 , .240 , .367 , .280 , .647 , .324 , 100.7 , 0.22 ,
792,라모스,1+KRF, 0.21 , 18 , 80 , 72 , 10 , 18 , 1 , 1 , 3 , 30 , 11 , 2 , 0 , 4 , 2 , 0 , 18 , 2 , 1 , 1 , .250 , .304 , .417 , .721 , .323 , 96.5 , 0.21 ,
793,모건,1한CF, 0.21 , 10 , 42 , 33 , 2 , 9 , 2 , 0 , 0 , 11 , 5 , 1 , 1 , 4 , 4 , 0 , 8 , 1 , 0 , 1 , .273 , .405 , .333 , .738 , .359 , 102.4 , 0.21 ,
794,박철희,1삼, 0.21 , 23 , 21 , 17 , 7 , 5 , 1 , 0 , 1 , 9 , 3 , 0 , 0 , 2 , 1 , 0 , 6 , 0 , 0 , 1 , .294 , .381 , .529 , .910 , .399 , 140.8 , 0.21 ,
795,심재윤,3한DH, 0.20 , 140 , 180 , 159 , 28 , 35 , 6 , 1 , 9 , 70 , 20 , 2 , 2 , 15 , 4 , 1 , 53 , 5 , 1 , 1 , .220 , .302 , .440 , .742 , .320 , 85.0 , 0.20 ,
796,김진홍,6OC, 0.20 , 55 , 69 , 63 , 5 , 15 , 1 , 1 , 0 , 18 , 3 , 1 , 1 , 5 , 0 , 0 , 5 , 1 , 1 , 0 , .238 , .294 , .286 , .580 , .276 , 66.3 , 0.20 ,
797,서창기,4쌍CF, 0.20 , 202 , 450 , 373 , 37 , 76 , 19 , 4 , 2 , 109 , 40 , 2 , 5 , 51 , 4 , 0 , 97 , 14 , 16 , 5 , .204 , .303 , .292 , .595 , .276 , 64.0 , 0.20 ,
